contract_number,client_account,S3_full_path,file_name,doc_type,S3_vectors,OpenSearch
58512,AMERICAN SOCIETY OF ANESTHESIOLOGISTS_LV,s3://ml-legal-restricted/contract-docs/58512/ASA_Cotiviti_Agreement_2.20.20_MS EDIT.docx,ASA_Cotiviti_Agreement_2.20.20_MS EDIT.docx,MSA,True,--
58512,AMERICAN SOCIETY OF ANESTHESIOLOGISTS_LV,s3://ml-legal-restricted/contract-docs/58512/ASA_Cotiviti_Distribution License Agreement 2019-2020_10.23.20_FINAL.docx,ASA_Cotiviti_Distribution License Agreement 2019-2020_10.23.20_FINAL.docx,MSA,True,--
58512,AMERICAN SOCIETY OF ANESTHESIOLOGISTS_LV,s3://ml-legal-restricted/contract-docs/58512/ASA_Renewal Financial Approval 11.5.20.pdf,ASA_Renewal Financial Approval 11.5.20.pdf,MSA,True,--
66291,AMERICAN SOCIETY OF ANESTHESIOLOGISTS_LV,s3://ml-legal-restricted/contract-docs/66291/2022_Cotiviti_DLA_One_Year_Pandemic_Extension_Final (12.14.21).docx,2022_Cotiviti_DLA_One_Year_Pandemic_Extension_Final (12.14.21).docx,Amendment,True,--
66291,AMERICAN SOCIETY OF ANESTHESIOLOGISTS_LV,s3://ml-legal-restricted/contract-docs/66291/Dynamics_-_66291_signed.pdf,Dynamics_-_66291_signed.pdf,Amendment,True,--
76153,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/76153/Aon - Cotiviti - Other - AR - 18122024 - Dynamics_76153.pdf,Aon - Cotiviti - Other - AR - 18122024 - Dynamics_76153.pdf,Other,True,--
76153,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/76153/Dynamics_76153_signed.pdf,Dynamics_76153_signed.pdf,Other,True,--
76399,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/76399/Dynamics_-_76399_signed.pdf,Dynamics_-_76399_signed.pdf,Other,True,--
76399,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/76399/HCC - Cotiviti - Other - AS - 01222025 - Dynamics_76399.pdf,HCC - Cotiviti - Other - AS - 01222025 - Dynamics_76399.pdf,Other,True,--
72895,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/72895/Dynamics_-_72895_signed.pdf,Dynamics_-_72895_signed.pdf,Other,True,--
72895,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/72895/Dynamics_72895_signed.pdf,Dynamics_72895_signed.pdf,Other,True,--
70599,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/70599/Dynamics_-_70599_signed.pdf,Dynamics_-_70599_signed.pdf,Other,True,--
67660,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/67660/AON_Beazley_Quote Pack.pdf,AON_Beazley_Quote Pack.pdf,Other,True,--
67660,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/67660/Budget approval_CCC22 Event Cancellation Policy.pdf,Budget approval_CCC22 Event Cancellation Policy.pdf,Other,True,--
67660,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/67660/Department approval_CCC22 Event Cancellation Policy.pdf,Department approval_CCC22 Event Cancellation Policy.pdf,Other,True,--
67660,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/67660/Dynamics_67660_signed.pdf,Dynamics_67660_signed.pdf,Other,True,--
67660,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/67660/ProcessUnity Alert_ AON_3P Request Response - No further 3P diligence required.pdf,ProcessUnity Alert_ AON_3P Request Response - No further 3P diligence required.pdf,Other,True,--
67660,"AON / Albert G. Ruben Insurance Services, Inc.","s3://ml-legal-restricted/contract-docs/67660/ProcessUnity Alert_ AON_3P Request findings for R-00661 for Event Cancellation Insurance Policy with Aon _ Albert G. Ruben Insurance Services, Inc..pdf","ProcessUnity Alert_ AON_3P Request findings for R-00661 for Event Cancellation Insurance Policy with Aon _ Albert G. Ruben Insurance Services, Inc..pdf",Other,True,--
67659,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/67659/AON_Beazley_Statement of Fact.pdf,AON_Beazley_Statement of Fact.pdf,Other,True,--
67659,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/67659/Budget approval_CCC22 Event Cancellation Policy.pdf,Budget approval_CCC22 Event Cancellation Policy.pdf,Other,True,--
67659,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/67659/Department approval_CCC22 Event Cancellation Policy.pdf,Department approval_CCC22 Event Cancellation Policy.pdf,Other,True,--
67659,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/67659/Dynamics_67659_signed.pdf,Dynamics_67659_signed.pdf,Other,True,--
67659,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/67659/ProcessUnity Alert_ AON_3P Request Response - No further 3P diligence required.pdf,ProcessUnity Alert_ AON_3P Request Response - No further 3P diligence required.pdf,Other,True,--
67659,"AON / Albert G. Ruben Insurance Services, Inc.","s3://ml-legal-restricted/contract-docs/67659/ProcessUnity Alert_ AON_3P Request findings for R-00661 for Event Cancellation Insurance Policy with Aon _ Albert G. Ruben Insurance Services, Inc..pdf","ProcessUnity Alert_ AON_3P Request findings for R-00661 for Event Cancellation Insurance Policy with Aon _ Albert G. Ruben Insurance Services, Inc..pdf",Other,True,--
72672,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/72672/Dynamics_-_72672_signed.pdf,Dynamics_-_72672_signed.pdf,Other,True,--
72671,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/72671/Dynamics_-_72671_signed.pdf,Dynamics_-_72671_signed.pdf,Other,True,--
72670,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/72670/Dynamics_-_72670_signed.pdf,Dynamics_-_72670_signed.pdf,Other,True,--
70158,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/70158/Dynamics_70158_signed.pdf,Dynamics_70158_signed.pdf,Other,True,--
67428,"AON / Albert G. Ruben Insurance Services, Inc.",s3://ml-legal-restricted/contract-docs/67428/Dynamics_-_67428_signed.pdf,Dynamics_-_67428_signed.pdf,Other,True,--
78134,AON RISK SERVICES NORTHEAST INC,s3://ml-legal-restricted/contract-docs/78134/AON RISK SERVICES NORTHEAST INC - Cotiviti - Quote - AS - 01232025 - Dynamics - 78134.pdf,AON RISK SERVICES NORTHEAST INC - Cotiviti - Quote - AS - 01232025 - Dynamics - 78134.pdf,Quote,True,--
78134,AON RISK SERVICES NORTHEAST INC,s3://ml-legal-restricted/contract-docs/78134/Dynamics_78134_signed.pdf,Dynamics_78134_signed.pdf,Quote,True,--
70781,AON RISK SERVICES NORTHEAST INC,s3://ml-legal-restricted/contract-docs/70781/USPolicyPack_v2 (2).PDF,USPolicyPack_v2 (2).PDF,Quote,True,--
54612,AON Risk Services,s3://ml-legal-restricted/contract-docs/54612/AON Affidavit Form President's Circle 2019 Ready for Signature (01.24.19).pdf,AON Affidavit Form President's Circle 2019 Ready for Signature (01.24.19).pdf,Other,True,--
54612,AON Risk Services,s3://ml-legal-restricted/contract-docs/54612/AON Affidavit Form President's Circle 2019 Ready for Signature (01.24.19)_signed.pdf,AON Affidavit Form President's Circle 2019 Ready for Signature (01.24.19)_signed.pdf,Other,True,--
54612,AON Risk Services,s3://ml-legal-restricted/contract-docs/54612/Affidavit Form.pdf,Affidavit Form.pdf,Other,True,--
54612,AON Risk Services,s3://ml-legal-restricted/contract-docs/54612/President's Circle Binder.pdf,President's Circle Binder.pdf,Other,True,--
56125,AON Risk Services,s3://ml-legal-restricted/contract-docs/56125/2019_January_Cotiviti Inc_ASO Amendment.Updated_pdf.pdf,2019_January_Cotiviti Inc_ASO Amendment.Updated_pdf.pdf,Amendment,True,--
51353,AON Risk Services,s3://ml-legal-restricted/contract-docs/51353/3744_001.pdf,3744_001.pdf,Other,True,--
51353,AON Risk Services,s3://ml-legal-restricted/contract-docs/51353/IMG_20180103_0002-signed.pdf,IMG_20180103_0002-signed.pdf,Other,True,--
51353,AON Risk Services,s3://ml-legal-restricted/contract-docs/51353/RE  Event Cancellation Policy -- President's Circle 2018.msg,RE  Event Cancellation Policy -- President's Circle 2018.msg,Other,True,--
51353,AON Risk Services,s3://ml-legal-restricted/contract-docs/51353/surpaffidavit 1.2.18 JSW FINAL.pdf,surpaffidavit 1.2.18 JSW FINAL.pdf,Other,True,--
51353,AON Risk Services,s3://ml-legal-restricted/contract-docs/51353/surpaffidavit 1.2.18 JSW FINAL_signed.pdf,surpaffidavit 1.2.18 JSW FINAL_signed.pdf,Other,True,--
51353,AON Risk Services,s3://ml-legal-restricted/contract-docs/51353/surpaffidavit.pdf,surpaffidavit.pdf,Other,True,--
72655,AON Risk Solutions,s3://ml-legal-restricted/contract-docs/72655/AON RISK SOLUTIONS - Cotiviti - MV - NDA - 08152023 -Dynamics _72655.pdf,AON RISK SOLUTIONS - Cotiviti - MV - NDA - 08152023 -Dynamics _72655.pdf,NDA,True,--
72655,AON Risk Solutions,s3://ml-legal-restricted/contract-docs/72655/NDA Clients ARS (cotv 5.17.2023).docx,NDA Clients ARS (cotv 5.17.2023).docx,NDA,True,--
72655,AON Risk Solutions,s3://ml-legal-restricted/contract-docs/72655/NDA Clients ARS (cotv 5.17.2023).pdf,NDA Clients ARS (cotv 5.17.2023).pdf,NDA,True,--
72655,AON Risk Solutions,s3://ml-legal-restricted/contract-docs/72655/NDA Clients ARS (cotv 8.3.2023)).docx,NDA Clients ARS (cotv 8.3.2023)).docx,NDA,True,--
72655,AON Risk Solutions,s3://ml-legal-restricted/contract-docs/72655/NDA Clients ARS.pdf,NDA Clients ARS.pdf,NDA,True,--
76677,AOS Services,s3://ml-legal-restricted/contract-docs/76677/SA_04012023_AOS Services_AMC for Automatic Urinal water Sensors_Pune_Jan-11-2023.pdf,SA_04012023_AOS Services_AMC for Automatic Urinal water Sensors_Pune_Jan-11-2023.pdf,MSA,True,--
76672,AOS Services,s3://ml-legal-restricted/contract-docs/76672/Q_04012023_AOS Services_Supply of Plumbing material_Pune_January 03 2023.pdf,Q_04012023_AOS Services_Supply of Plumbing material_Pune_January 03 2023.pdf,Quote,True,--
76668,AOS Services,s3://ml-legal-restricted/contract-docs/76668/AMC_01012023_AOS Services_AMC for Automatic Urinal water Sensors_Pune_Jan-11-2023 (002).pdf,AMC_01012023_AOS Services_AMC for Automatic Urinal water Sensors_Pune_Jan-11-2023 (002).pdf,Quote,True,--
76678,AOS Services,s3://ml-legal-restricted/contract-docs/76678/SA_07042022_AOS Services_Pune_04-06-2022.pdf,SA_07042022_AOS Services_Pune_04-06-2022.pdf,MSA,True,--
76673,AOS Services,s3://ml-legal-restricted/contract-docs/76673/Q_06042022_AOS Services_Washrooms plumbing work_Pune_04-06-2022.pdf,Q_06042022_AOS Services_Washrooms plumbing work_Pune_04-06-2022.pdf,Quote,True,--
76675,AOS Services,s3://ml-legal-restricted/contract-docs/76675/Q_AOS Services_Automatic Urinal Sensor AMC and Washroom Plumbing work_Pune_12.21.2021.pdf,Q_AOS Services_Automatic Urinal Sensor AMC and Washroom Plumbing work_Pune_12.21.2021.pdf,Quote,True,--
76674,AOS Services,s3://ml-legal-restricted/contract-docs/76674/Q_AOS Services_22nd Feb 2021.pdf,Q_AOS Services_22nd Feb 2021.pdf,Quote,True,--
76669,AOS Services,s3://ml-legal-restricted/contract-docs/76669/AMC_Renewal_AOS Services _Cotiviti_Urinal Sensor_Pune_01.11.2021 (2).pdf,AMC_Renewal_AOS Services _Cotiviti_Urinal Sensor_Pune_01.11.2021 (2).pdf,Quote,True,--
76670,AOS Services,s3://ml-legal-restricted/contract-docs/76670/AOS Services - AMC renewal Pune (Apr 04 2020) _Final.pdf,AOS Services - AMC renewal Pune (Apr 04 2020) _Final.pdf,Quote,True,--
76676,AOS Services,s3://ml-legal-restricted/contract-docs/76676/SA - AOS Services - Jan 2019 - Copy.pdf,SA - AOS Services - Jan 2019 - Copy.pdf,MSA,True,--
76671,AOS Services,s3://ml-legal-restricted/contract-docs/76671/Q - AOS Services - Jan 2019.pdf,Q - AOS Services - Jan 2019.pdf,Quote,True,--
78702,APCO Worldwide LLC,s3://ml-legal-restricted/contract-docs/78702/APCO Worldwide LLC - Cotiviti - NDA - MS - 03242025 - Dynamics_78702.pdf,APCO Worldwide LLC - Cotiviti - NDA - MS - 03242025 - Dynamics_78702.pdf,NDA,True,--
78702,APCO Worldwide LLC,s3://ml-legal-restricted/contract-docs/78702/Dynamics_78702_signed.pdf,Dynamics_78702_signed.pdf,NDA,True,--
71940,"APWD, Inc.",s3://ml-legal-restricted/contract-docs/71940/Dynamics_-_71940_signed.pdf,Dynamics_-_71940_signed.pdf,Consulting Agreement,True,--
71810,"APWD, Inc.",s3://ml-legal-restricted/contract-docs/71810/Dynamics_-_71810_signed.pdf,Dynamics_-_71810_signed.pdf,NDA,True,--
77812,AR Cafe Private Limited,s3://ml-legal-restricted/contract-docs/77812/SA - AR Cafe - April 10 2019.pdf,SA - AR Cafe - April 10 2019.pdf,MSA,True,--
77811,AR Cafe Pvt Ltd,s3://ml-legal-restricted/contract-docs/77811/Q_AR Café Pvt Ltd_16-July-2021.pdf,Q_AR Café Pvt Ltd_16-July-2021.pdf,Quote,True,--
77809,AR Cafe Pvt Ltd,s3://ml-legal-restricted/contract-docs/77809/MSA_AR Café Pvt Ltd_10-June-2021.pdf,MSA_AR Café Pvt Ltd_10-June-2021.pdf,MSA,True,--
77810,AR Cafe Pvt Ltd,s3://ml-legal-restricted/contract-docs/77810/Q - AR Cafe - April 10 2019.pdf,Q - AR Cafe - April 10 2019.pdf,Quote,True,--
77813,AR Enterprise,s3://ml-legal-restricted/contract-docs/77813/Q - AR Enterprise -iphone display replacement - Mar 26 2019.pdf,Q - AR Enterprise -iphone display replacement - Mar 26 2019.pdf,Quote,True,--
79912,ARD Massage LLC,s3://ml-legal-restricted/contract-docs/79912/ARD Massage LLC_IC Agreement_06272023_fully executed.pdf,ARD Massage LLC_IC Agreement_06272023_fully executed.pdf,SOW,True,--
79913,ARD Massage LLC,s3://ml-legal-restricted/contract-docs/79913/Amendment (ext.) to ARD Massage Vendor Agreement (Amber Duvall)_Fully Executed_25June2024.pdf,Amendment (ext.) to ARD Massage Vendor Agreement (Amber Duvall)_Fully Executed_25June2024.pdf,Amendment,True,--
77817,ARK Logistics Services Pvt Ltd,s3://ml-legal-restricted/contract-docs/77817/SA_07082022_Ms. ARK LOGISTICS SERVICES PVT LTD_Import  Export clearance from customs_HYD_Aug-25-2022.pdf,SA_07082022_Ms. ARK LOGISTICS SERVICES PVT LTD_Import  Export clearance from customs_HYD_Aug-25-2022.pdf,MSA,True,--
77816,ARK Logistics Services Pvt Ltd,s3://ml-legal-restricted/contract-docs/77816/Q_28082022_Ms ARK LOGISTICS SERVICES PVT LTD_Import Export clearance from customs_HYD_Aug-25-2022.pdf,Q_28082022_Ms ARK LOGISTICS SERVICES PVT LTD_Import Export clearance from customs_HYD_Aug-25-2022.pdf,Quote,True,--
77815,ARK Logistics Services Pvt Ltd,s3://ml-legal-restricted/contract-docs/77815/Q_09052022_ARK LOGISTICS SERVICES PVT LTD_Form A Clearance from GST Authorities_Hyderabad_May-11-2022_.pdf,Q_09052022_ARK LOGISTICS SERVICES PVT LTD_Form A Clearance from GST Authorities_Hyderabad_May-11-2022_.pdf,Quote,True,--
77814,ARK Logistics Services Pvt Ltd,s3://ml-legal-restricted/contract-docs/77814/MSA_ARK_June-10-2021.pdf,MSA_ARK_June-10-2021.pdf,MSA,True,--
57186,AT&T,s3://ml-legal-restricted/contract-docs/57186/AT&T Corp - Cotiviti - AT&T_Termination_GDIT_7.22.19 - MV - 08092019 - 57186.pdf,AT&T Corp - Cotiviti - AT&T_Termination_GDIT_7.22.19 - MV - 08092019 - 57186.pdf,Termination,True,--
57186,AT&T,s3://ml-legal-restricted/contract-docs/57186/AT&T Termination Letter_MV_08.06.19.docx,AT&T Termination Letter_MV_08.06.19.docx,Termination,True,--
57186,AT&T,s3://ml-legal-restricted/contract-docs/57186/Klarinet-Cotiviti Termination Letter signed (06.10.19).docx.pdf,Klarinet-Cotiviti Termination Letter signed (06.10.19).docx.pdf,Termination,True,--
57186,AT&T,s3://ml-legal-restricted/contract-docs/57186/Termination Letter AT&T_(MV_07.26.19).docx,Termination Letter AT&T_(MV_07.26.19).docx,Termination,True,--
57186,AT&T,s3://ml-legal-restricted/contract-docs/57186/Termination Letter AT&T_(MV_07.29.19).docx,Termination Letter AT&T_(MV_07.29.19).docx,Termination,True,--
80482,AT&T,s3://ml-legal-restricted/contract-docs/80482/ATT_CO_Watertown_Adopth Hosting_CONTRACT_ID_8457876_07062017_edifecs signed.pdf,ATT_CO_Watertown_Adopth Hosting_CONTRACT_ID_8457876_07062017_edifecs signed.pdf,Change Order,True,--
80488,AT&T,s3://ml-legal-restricted/contract-docs/80488/EDFC20090424-ATT.Settlement-Ltr.pdf,EDFC20090424-ATT.Settlement-Ltr.pdf,Other,True,--
80487,AT&T,s3://ml-legal-restricted/contract-docs/80487/EDFC20060661-ATT_Corp.Enterprise-Hosting-Price-Addm.pdf,EDFC20060661-ATT_Corp.Enterprise-Hosting-Price-Addm.pdf,Addendum,True,--
80486,AT&T,s3://ml-legal-restricted/contract-docs/80486/ATT_VPN Service_Price Schedule_04252017_fully executed.pdf,ATT_VPN Service_Price Schedule_04252017_fully executed.pdf,Quote,True,--
80485,AT&T,s3://ml-legal-restricted/contract-docs/80485/ATT_VPN Service_Price Schedule Addendum_01122018_fully executed.pdf,ATT_VPN Service_Price Schedule Addendum_01122018_fully executed.pdf,Quote,True,--
80484,AT&T,s3://ml-legal-restricted/contract-docs/80484/ATT_Pricing Schedule_Final_07122012_Executed (2).pdf,ATT_Pricing Schedule_Final_07122012_Executed (2).pdf,Quote,True,--
80481,AT&T,s3://ml-legal-restricted/contract-docs/80481/ATT_Release and Settlement Agmt_01082015_fully executed.PDF,ATT_Release and Settlement Agmt_01082015_fully executed.PDF,Other,True,--
80480,AT&T,s3://ml-legal-restricted/contract-docs/80480/ATT_CustomerLOA_08082013_signed.pdf,ATT_CustomerLOA_08082013_signed.pdf,Letter,True,--
80479,AT&T,s3://ml-legal-restricted/contract-docs/80479/ATT_Enterprise Hosting Pricing Addendum_Watertown_09132016_fully executed.pdf,ATT_Enterprise Hosting Pricing Addendum_Watertown_09132016_fully executed.pdf,Quote,True,--
80478,AT&T,s3://ml-legal-restricted/contract-docs/80478/ATT_Enterprise Hosting Pricing Addendum_10072015_fully executed.pdf,ATT_Enterprise Hosting Pricing Addendum_10072015_fully executed.pdf,Addendum,True,--
80476,AT&T,s3://ml-legal-restricted/contract-docs/80476/ATT_BA Terms_Final_07122012_Executed.tif,ATT_BA Terms_Final_07122012_Executed.tif,BAA,--,--
80474,AT&T,s3://ml-legal-restricted/contract-docs/80474/EDFC20040108-ATT_Corp.Master-Agmt_Executed.pdf,EDFC20040108-ATT_Corp.Master-Agmt_Executed.pdf,MSA,True,--
76681,AT&T Global Network Services India Pvt Ltd,s3://ml-legal-restricted/contract-docs/76681/Q_AT&T 08-30-2021.pdf,Q_AT&T 08-30-2021.pdf,Quote,True,--
76679,AT&T Global Network Services India Pvt Ltd,"s3://ml-legal-restricted/contract-docs/76679/MNDA_AT&T_Hyd (March 1, 2021).pdf","MNDA_AT&T_Hyd (March 1, 2021).pdf",NDA,True,--
58295,ATKOTT,s3://ml-legal-restricted/contract-docs/58295/ATKOTT 3P Security Approval Short Form for Review for CMMI Certification.msg,ATKOTT 3P Security Approval Short Form for Review for CMMI Certification.msg,SOW,True,--
58295,ATKOTT,s3://ml-legal-restricted/contract-docs/58295/ATKOTT Inc - Cotiviti - SOW - MV - 01102020 - Dynamics_58295.pdf,ATKOTT Inc - Cotiviti - SOW - MV - 01102020 - Dynamics_58295.pdf,SOW,True,--
58295,ATKOTT,s3://ml-legal-restricted/contract-docs/58295/ATKOTT Inc Business Approval CMMI Satish L.msg,ATKOTT Inc Business Approval CMMI Satish L.msg,SOW,True,--
58295,ATKOTT,s3://ml-legal-restricted/contract-docs/58295/Atkott 3P Compliance Approval -  CTASK1900137 - Short Form Response.msg,Atkott 3P Compliance Approval -  CTASK1900137 - Short Form Response.msg,SOW,True,--
58295,ATKOTT,s3://ml-legal-restricted/contract-docs/58295/Atkott_CMMI SOW Cotiviti_MV_01.07.2020.docx,Atkott_CMMI SOW Cotiviti_MV_01.07.2020.docx,SOW,True,--
58295,ATKOTT,s3://ml-legal-restricted/contract-docs/58295/Atkott_Cotiviti_CMMI_Ready for signatures_(MV_01.08.2020).docx,Atkott_Cotiviti_CMMI_Ready for signatures_(MV_01.08.2020).docx,SOW,True,--
58295,ATKOTT,s3://ml-legal-restricted/contract-docs/58295/CMMI SOW Cotiviti - 2019 CMMI V2 Proposal.docx,CMMI SOW Cotiviti - 2019 CMMI V2 Proposal.docx,SOW,True,--
58295,ATKOTT,s3://ml-legal-restricted/contract-docs/58295/Dynamics_58295__Please_review_and_sign_your_d_signed.pdf,Dynamics_58295__Please_review_and_sign_your_d_signed.pdf,SOW,True,--
61826,ATKOTT,s3://ml-legal-restricted/contract-docs/61826/BAA to MSA (Exhibit A).pdf,BAA to MSA (Exhibit A).pdf,BAA,True,--
58316,ATKOTT,s3://ml-legal-restricted/contract-docs/58316/ATKOTT 3P Security Approval Short Form for Review for CMMI Certification.msg,ATKOTT 3P Security Approval Short Form for Review for CMMI Certification.msg,MSA,True,--
58316,ATKOTT,s3://ml-legal-restricted/contract-docs/58316/Atkott 3P Compliance Approval -  CTASK1900137 - Short Form Response.msg,Atkott 3P Compliance Approval -  CTASK1900137 - Short Form Response.msg,MSA,True,--
58316,ATKOTT,s3://ml-legal-restricted/contract-docs/58316/Atkott Cotiviti Client MSA Signed 12-11-2019 5-27-51 PM CMMI Cert Satish.pdf,Atkott Cotiviti Client MSA Signed 12-11-2019 5-27-51 PM CMMI Cert Satish.pdf,MSA,True,--
58315,ATKOTT,"s3://ml-legal-restricted/contract-docs/58315/ATKOTT, Inc - Cotiviti - CMMI Certification - SA - 12272019 - 58315.pdf","ATKOTT, Inc - Cotiviti - CMMI Certification - SA - 12272019 - 58315.pdf",NDA,True,--
58315,ATKOTT,s3://ml-legal-restricted/contract-docs/58315/Atkott - Cotiviti Vendor Mutual NDA Signed 12-11-2019 (SA_12.16.2019).pdf,Atkott - Cotiviti Vendor Mutual NDA Signed 12-11-2019 (SA_12.16.2019).pdf,NDA,True,--
58315,ATKOTT,s3://ml-legal-restricted/contract-docs/58315/Atkott Cotiviti Vendor Mutual NDA Signed 12-11-2019 5-23-37 PM.pdf,Atkott Cotiviti Vendor Mutual NDA Signed 12-11-2019 5-23-37 PM.pdf,NDA,True,--
58315,ATKOTT,s3://ml-legal-restricted/contract-docs/58315/Dynamics__58315__Please_review_and_sign_your_signed.pdf,Dynamics__58315__Please_review_and_sign_your_signed.pdf,NDA,True,--
68895,ATRIO Health Plans,s3://ml-legal-restricted/contract-docs/68895/Atrio - Cotiviti - NDA - AR - 07192022 - Dynamics_68895.pdf,Atrio - Cotiviti - NDA - AR - 07192022 - Dynamics_68895.pdf,NDA,True,--
68895,ATRIO Health Plans,s3://ml-legal-restricted/contract-docs/68895/Dynamics_68895_signed.pdf,Dynamics_68895_signed.pdf,NDA,True,--
80473,ATT Corp,s3://ml-legal-restricted/contract-docs/80473/EDFC20001203-ATT_Canada_Corp.MNDA.pdf,EDFC20001203-ATT_Canada_Corp.MNDA.pdf,NDA,True,--
75436,AVCS Holding Corporation (Encore AV InterContinental San Antonio),s3://ml-legal-restricted/contract-docs/75436/AVCS - Cotivii - Quote - AR - 01222025 - Dynamics_75436.pdf,AVCS - Cotivii - Quote - AR - 01222025 - Dynamics_75436.pdf,Quote,True,--
75436,AVCS Holding Corporation (Encore AV InterContinental San Antonio),s3://ml-legal-restricted/contract-docs/75436/AVCSHC - Cotiviti - Quote - AR - 08292024 - Dynamics_75436.pdf,AVCSHC - Cotiviti - Quote - AR - 08292024 - Dynamics_75436.pdf,Quote,True,--
75436,AVCS Holding Corporation (Encore AV InterContinental San Antonio),s3://ml-legal-restricted/contract-docs/75436/Dynamics_75436_signed.pdf,Dynamics_75436_signed.pdf,Quote,True,--
77818,AWS India,s3://ml-legal-restricted/contract-docs/77818/AWS India Training Order Form.pdf,AWS India Training Order Form.pdf,Other,True,--
75874,AXIOM Systems,s3://ml-legal-restricted/contract-docs/75874/Axiom SOW 4 Final.docx.pdf,Axiom SOW 4 Final.docx.pdf,SOW,True,--
75874,AXIOM Systems,s3://ml-legal-restricted/contract-docs/75874/Investment Approval Request - Axiom draft V3.3.pptx.pdf,Investment Approval Request - Axiom draft V3.3.pptx.pdf,SOW,True,--
69859,AXIOM Systems,s3://ml-legal-restricted/contract-docs/69859/CTASK2000050_3P_Scorecard_Axiom.pdf,CTASK2000050_3P_Scorecard_Axiom.pdf,SOW,True,--
69859,AXIOM Systems,s3://ml-legal-restricted/contract-docs/69859/Cotiviti-Axiom SOW 4 - All Clients_Q4 2022 thru 12312025.docx,Cotiviti-Axiom SOW 4 - All Clients_Q4 2022 thru 12312025.docx,SOW,True,--
69859,AXIOM Systems,s3://ml-legal-restricted/contract-docs/69859/Investment Approval Request - Axiom Interface Development Team 2023-2024_v7 10.12.22.pptx.pdf,Investment Approval Request - Axiom Interface Development Team 2023-2024_v7 10.12.22.pptx.pdf,SOW,True,--
69859,AXIOM Systems,s3://ml-legal-restricted/contract-docs/69859/R-01503.pdf,R-01503.pdf,SOW,True,--
66242,AXIOM Systems,s3://ml-legal-restricted/contract-docs/66242/Axiom_SOW_-_All_Clients_Q4_2021_thru_Q4_2022_v2_f (2).pdf,Axiom_SOW_-_All_Clients_Q4_2021_thru_Q4_2022_v2_f (2).pdf,SOW,True,--
61867,AXIOM Systems,s3://ml-legal-restricted/contract-docs/61867/BASA to MSA (Exhibit C).docx,BASA to MSA (Exhibit C).docx,BAA,True,--
60726,AXIOM Systems,s3://ml-legal-restricted/contract-docs/60726/Cotiviti MSA AXIOM Systems REDLINE V1.docx,Cotiviti MSA AXIOM Systems REDLINE V1.docx,MSA,True,--
58777,AXIOM Systems,s3://ml-legal-restricted/contract-docs/58777/Axiom Approval Dave M and Brad H.pdf,Axiom Approval Dave M and Brad H.pdf,SOW,True,--
58777,AXIOM Systems,s3://ml-legal-restricted/contract-docs/58777/Axiom SOW # 2 - 2020 Pipeline_Active Client Maintenance.docx,Axiom SOW # 2 - 2020 Pipeline_Active Client Maintenance.docx,SOW,True,--
58777,AXIOM Systems,s3://ml-legal-restricted/contract-docs/58777/Axiom SOW # 2 - 2020 Pipeline_Active Client Maintenance_Ready for Signatures(MV_02.17.2020).docx,Axiom SOW # 2 - 2020 Pipeline_Active Client Maintenance_Ready for Signatures(MV_02.17.2020).docx,SOW,True,--
58457,AXIOM Systems,s3://ml-legal-restricted/contract-docs/58457/Axiom SOW - Health Alliance Plan.pdf,Axiom SOW - Health Alliance Plan.pdf,SOW,True,--
58455,AXIOM Systems,"s3://ml-legal-restricted/contract-docs/58455/Amend 2 - Axiom Systems, Inc. (Consulting Agreement) - 1.20.17.pdf","Amend 2 - Axiom Systems, Inc. (Consulting Agreement) - 1.20.17.pdf",Amendment,True,--
