contract_number,account_name,s3_full_path,file_name,doc_type,s3_vectors,opensearch,status_reason,contract_title,contract_requester,reviewing_attorney,created_on,document_effective_date,account_type,parent_contract,solution_line,sharepoint_document_url,related_product,document_title
60469,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60469/Aetna Life Insurance Company - Cotiviti - Attestation - JK - 10262020 - Dynamics_60469.pdf,Aetna Life Insurance Company - Cotiviti - Attestation - JK - 10262020 - Dynamics_60469.pdf,Attestation,True,--,Fully-Executed/Complete,Aetna Medicaid - OHIO RFP Subcontractor Attestation Form,Lori Walsh,Jeffrey Koslowski,2020-10-13,2020-10-26,Client,55225.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/60469/Aetna Life Insurance Company - Cotiviti - Attestation - JK - 10262020 - Dynamics_60469.pdf,Payment Policy Management,Proposed Subcontractor Information & Attestation
60345,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60345/Aetna Life Insurance Company - Cotiviti - Amendment 28 - JK - 10122020 - Dynamics_60345.pdf,Aetna Life Insurance Company - Cotiviti - Amendment 28 - JK - 10122020 - Dynamics_60345.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna AMD#28 to PPM Agreement,Lori Walsh,Jeffrey Koslowski,2020-09-30,2020-10-01,Client,55235.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/60345/Aetna Life Insurance Company - Cotiviti - Amendment 28 - JK - 10122020 - Dynamics_60345.pdf,Payment Policy Management,AMENDMENT NO. 28 TO HEALTH CARE TECHNOLOGY SERVICES AGREEMENT
60290,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60290/Aetna Life Insurance Company - Cotiviti -  Amendment 7 - JK - 09302020 - Dynamics_60290.pdf,Aetna Life Insurance Company - Cotiviti -  Amendment 7 - JK - 09302020 - Dynamics_60290.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna CV Renewal,Laurie Gondek,Jeffrey Koslowski,2020-09-24,2020-09-30,Client,36232.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/60290/Aetna Life Insurance Company - Cotiviti -  Amendment 7 - JK - 09302020 - Dynamics_60290.pdf,Coding Validation,AMENDMENT NO. 7 TO SCHEDULE NO. 015 TO THE MASTER BUSINESS AGREEMENT BETWEEN AETNA LIFE INSURANCE COMPANY AND COTIVITI INC.
60288,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60288/Aetna Life Insurance Company - Cotiviti - Amendment 27 - JK - 09302020 - Dynamics_60288.pdf,Aetna Life Insurance Company - Cotiviti - Amendment 27 - JK - 09302020 - Dynamics_60288.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna PPM Renewal,Laurie Gondek,Jeffrey Koslowski,2020-09-24,2020-09-30,Client,55235.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/60288/Aetna Life Insurance Company - Cotiviti - Amendment 27 - JK - 09302020 - Dynamics_60288.pdf,Payment Policy Management,AMENDMENT NO. 27 TO HEALTH CARE TECHNOLOGY SERVICES AGREEMENT
60287,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60287/Aetna_Umbrella Amendment - Cotiviti - Amendment 1 - JK - 09302020 - Dynamics_60287.pdf,Aetna_Umbrella Amendment - Cotiviti - Amendment 1 - JK - 09302020 - Dynamics_60287.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna Umbrella Amendment,Laurie Gondek,Jeffrey Koslowski,2020-09-24,2020-09-30,Client,55211.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/60287/Aetna_Umbrella Amendment - Cotiviti - Amendment 1 - JK - 09302020 - Dynamics_60287.pdf,RCA,"---UMBRELLA AMENDMENT No. 1 TO THE AGREEMENTS BETWEEN AETNA LIFE INSURANCE COMPANY AND COTIVITI, INC."
63512,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63512/49608_Aetna KY Foster Care Engage & Transfer SOW 092320.pdf,49608_Aetna KY Foster Care Engage & Transfer SOW 092320.pdf,SOW,True,--,Fully-Executed/Complete,Aetna KY Foster Care Engage & Transfer SOW 002 092320 (CI CID 12375),Dynamics SVC,Dynamics SVC,2021-11-29,2020-09-23,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63512/49608_Aetna KY Foster Care Engage & Transfer SOW 092320.pdf,Eliza Standard,STATEMENT OF WORK NUMBER 002 KY Foster Care Engage & Transfer Program
58164,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58164/Aetna Life Insurance Company - Cotiviti - Amendment 26 - JK - 08282020 - Dynamics 58164.pdf,Aetna Life Insurance Company - Cotiviti - Amendment 26 - JK - 08282020 - Dynamics 58164.pdf,Amendment,True,--,Fully-Executed/Complete,SLA for Aetna Commercial Test Data Retention,Lori Walsh,Jeffrey Koslowski,2019-11-25,2020-09-01,Client,55235.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58164/Aetna Life Insurance Company - Cotiviti - Amendment 26 - JK - 08282020 - Dynamics 58164.pdf,Payment Policy Management,AMENDMENT NO. 26 TO HEALTH CARE TECHNOLOGY SERVICES AGREEMENT
63505,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63505/42378_Aetna-St of IL-Financial_Disclosures_and_Conflicts_of_Interest_V.15.2_(Eliza Corp) 082520 (12107).pdf,42378_Aetna-St of IL-Financial_Disclosures_and_Conflicts_of_Interest_V.15.2_(Eliza Corp) 082520 (12107).pdf,Attestation,True,--,Fully-Executed/Complete,Aetna-St of IL-Financial_Disclosures_and_Conflicts_of_Interest_V.15.2 082520 (CI CID 12107),Dynamics SVC,Dynamics SVC,2021-11-29,2020-08-25,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63505/42378_Aetna-St of IL-Financial_Disclosures_and_Conflicts_of_Interest_V.15.2_(Eliza Corp) 082520 (12107).pdf,Eliza Standard,STATE OF ILLINOIS FINANCIAL DISCLOSURES AND CONFLICTS OF INTEREST
63503,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63503/45208_Aetna IL State Compliance Addendum 081820.pdf,45208_Aetna IL State Compliance Addendum 081820.pdf,Addendum,True,--,Fully-Executed/Complete,Aetna IL State Compliance Addendum 081820 (CI CID 11965),Dynamics SVC,Dynamics SVC,2021-11-29,2020-08-18,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63503/45208_Aetna IL State Compliance Addendum 081820.pdf,Eliza Standard,Regulatory Addendum – Signature Page
63504,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63504/42204_Aetna -Eliza- Change Order No. 1 to Medi-Cal Preventive Outreach Program SOW -FINAL_CW2341056 - signed.pdf,42204_Aetna -Eliza- Change Order No. 1 to Medi-Cal Preventive Outreach Program SOW -FINAL_CW2341056 - signed.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO1 to SOW 123 081420 (CI CID 12055),Dynamics SVC,Dynamics SVC,2021-11-29,2020-08-14,Client,63499.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63504/42204_Aetna -Eliza- Change Order No. 1 to Medi-Cal Preventive Outreach Program SOW -FINAL_CW2341056 - signed.pdf,Eliza Standard,CHANGE ORDER No. 1
63502,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63502/41877_Aetna Onshoring Attestation CERP 3076930 081420 (12040).pdf,41877_Aetna Onshoring Attestation CERP 3076930 081420 (12040).pdf,Attestation,True,--,Fully-Executed/Complete,Aetna Onshoring Attestation CERP 3076930 081420 (CI CID 12040),Dynamics SVC,Dynamics SVC,2021-11-29,2020-08-14,Client,,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63502/41877_Aetna Onshoring Attestation CERP 3076930 081420 (12040).pdf,Eliza Standard,"2019 Aetna Medicaid Onshore Services Attestation for Providers, Subcontractors, and Vendors/Suppliers"
63501,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63501/41876_Mercy Care 2020 MCA FDR Compliance Packet and Attestations CERP 3076806 081320 (12039).pdf,41876_Mercy Care 2020 MCA FDR Compliance Packet and Attestations CERP 3076806 081320 (12039).pdf,Attestation,True,--,Fully-Executed/Complete,Mercy Care 2020 MCA FDR Compliance Packet and Attestations 081320 (CI CID 12039),Dynamics SVC,Dynamics SVC,2021-11-29,2020-08-13,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63501/41876_Mercy Care 2020 MCA FDR Compliance Packet and Attestations CERP 3076806 081320 (12039).pdf,Eliza Standard,"Compliance Program Requirements for Medicare Advantage First Tier, Downstream or Related Entities (FDRs), Annual Attestation and Disclosure Statement"
63506,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63506/42968_Aetna- Eliza Corporation-Medicaid Illinicare Welcome  SOW 001 (11966).pdf,42968_Aetna- Eliza Corporation-Medicaid Illinicare Welcome  SOW 001 (11966).pdf,SOW,True,--,Fully-Executed/Complete,Aetna - Medicaid Illinicare Welcome SOW 001 080720 (CI CID 11966),Dynamics SVC,Dynamics SVC,2021-11-29,2020-08-07,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63506/42968_Aetna- Eliza Corporation-Medicaid Illinicare Welcome  SOW 001 (11966).pdf,Eliza Standard,STATEMENT OF WORK NUMBER 001 Medicaid Illinicare Welcome Program
60034,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60034/Aetna Life Insurance Company - Cotiviti - Letter - JK - 0862020 - Dynamics 60034.pdf,Aetna Life Insurance Company - Cotiviti - Letter - JK - 0862020 - Dynamics 60034.pdf,Letter,True,--,Fully-Executed/Complete,Aenta - Cotiviti Covid-19 Second Offshore Client Letter,Lori Walsh,Jeffrey Koslowski,2020-08-06,2020-08-05,Client,55235.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/60034/Aetna Life Insurance Company - Cotiviti - Letter - JK - 0862020 - Dynamics 60034.pdf,Payment Policy Management,Update to Cotiviti’s Offshore Workforce During Covid-19
59240,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59240/Aetna - Cotiviti - Amendment 5 - SL - 08312020 - Dynamics_59240.pdf,Aetna - Cotiviti - Amendment 5 - SL - 08312020 - Dynamics_59240.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna - Cotiviti - Sentinel AMD5 to SCH11,Tony Potts,Sarah Lowdon,2020-04-26,2020-07-10,Client,16116.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59240/Aetna - Cotiviti - Amendment 5 - SL - 08312020 - Dynamics_59240.pdf,RA - Medical Record Retrieval,Amendment No. 5 to Schedule No. 011 to the Master Busines
63499,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63499/40612_Aetna-CVS SOW 123 CW2341056-Medi-Cal Preventive Outreach Program 070120 (10654).pdf,40612_Aetna-CVS SOW 123 CW2341056-Medi-Cal Preventive Outreach Program 070120 (10654).pdf,SOW,True,--,Fully-Executed/Complete,Aetna-CVS SOW 123 CW2341056-Medi-Cal Preventive Outreach Program 070120 (CI CID 10654),Dynamics SVC,Dynamics SVC,2021-11-29,2020-07-01,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63499/40612_Aetna-CVS SOW 123 CW2341056-Medi-Cal Preventive Outreach Program 070120 (10654).pdf,Eliza Standard,STATEMENT OF WORK Number 123 Medi-Cal Preventive Outreach Program
58931,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58931/Aetna Life Insurance Company - Cotiviti - Amendment 03 - JK - 09252020 - Dynamics_58931.pdf,Aetna Life Insurance Company - Cotiviti - Amendment 03 - JK - 09252020 - Dynamics_58931.pdf,Amendment,True,--,Fully-Executed/Complete,Amendment #3 to Schedule 12,Steven Taylor,Jeffrey Koslowski,2020-03-06,2020-07-01,Client,55210.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58931/Aetna Life Insurance Company - Cotiviti - Amendment 03 - JK - 09252020 - Dynamics_58931.pdf,RCA,AMENDMENT NO. 003 (“Amendment”) TO SCHEDULE NO. 012 (“Schedule”) to the PROFESSIONAL SERVICES AGREEMENT (“PSA”)
58378,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58378/Aetna-Cotiviti - Amendment 25 - JK - 6222020 - Dynamics_58378.pdf,Aetna-Cotiviti - Amendment 25 - JK - 6222020 - Dynamics_58378.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna Commercial Development for Logic Linking Issue,Lori Walsh,Jeffrey Koslowski,2019-12-17,2020-07-01,Client,55235.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58378/Aetna-Cotiviti - Amendment 25 - JK - 6222020 - Dynamics_58378.pdf,Payment Policy Management,AMENDMENT NO. 25 TO HEALTH CARE TECHNOLOGY SERVICES AGREEMENT
63498,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63498/38892_SIGNED_2020 Aetna Medicaid Onshoring Attestation (1).pdf,38892_SIGNED_2020 Aetna Medicaid Onshoring Attestation (1).pdf,Attestation,True,--,Fully-Executed/Complete,Aetna 2020 Medicaid Onshoring Attestation 061120 (CI CID 11528),Dynamics SVC,Dynamics SVC,2021-11-29,2020-06-11,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63498/38892_SIGNED_2020 Aetna Medicaid Onshoring Attestation (1).pdf,Eliza Standard,"2020 Aetna Medicaid Onshore Services Attestation for Providers, Subcontractors, and Vendors/Suppliers"
59280,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59280/Aetna Life Insurance Company - Cotiviti - Addendum - JK - 06012020 - Dynamics 59280.pdf,Aetna Life Insurance Company - Cotiviti - Addendum - JK - 06012020 - Dynamics 59280.pdf,Addendum,True,--,Fully-Executed/Complete,ABH CA Compliance Addendum,Susan Murray,Jeffrey Koslowski,2020-05-01,2020-06-01,Client,58931.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59280/Aetna Life Insurance Company - Cotiviti - Addendum - JK - 06012020 - Dynamics 59280.pdf,RCA,CALIFORNIA COMPLIANCE ADDENDUM (VENDOR)
63497,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63497/46088_Aetna CA Compliance Addendum 052720.pdf,46088_Aetna CA Compliance Addendum 052720.pdf,Addendum,True,--,Fully-Executed/Complete,Aetna CA Compliance Addendum  052720 (CI CID 11341),Dynamics SVC,Dynamics SVC,2021-11-29,2020-05-27,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63497/46088_Aetna CA Compliance Addendum 052720.pdf,Eliza Standard,Regulatory Addendum – Signature Page
59390,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59390/052620_offshore reporting.pdf,052620_offshore reporting.pdf,Letter,True,--,Fully-Executed/Complete,Letter to allow offshore resources for reporting,Lori Walsh,Jeffrey Koslowski,2020-05-18,2020-05-21,Client,36232.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59390/052620_offshore reporting.pdf,Coding Validation,Coding Validation Contract
63496,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63496/36045_Aetna Life Insurance Company - CO6 to SOW68 040820 (11014).pdf,36045_Aetna Life Insurance Company - CO6 to SOW68 040820 (11014).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO6 to SOW68 - Script Updates 040820 (CI CID 11014),Dynamics SVC,Dynamics SVC,2021-11-29,2020-04-08,Client,63524.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63496/36045_Aetna Life Insurance Company - CO6 to SOW68 040820 (11014).pdf,Eliza Standard,Change Order 6 to Statement of Work Number 68
58503,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58503/Aetna- Cotiviti Inc (formerly Verscend Technologies Inc)- Schedule No. 15 - Amend 6 - CW2289107 - signed.pdf,Aetna- Cotiviti Inc (formerly Verscend Technologies Inc)- Schedule No. 15 - Amend 6 - CW2289107 - signed.pdf,Amendment,True,--,Fully-Executed/Complete,Amendment #6 to add Pend and Review Functionality to CV,Lori Walsh,Jeffrey Koslowski,2020-01-07,2020-04-01,Client,36232.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58503/Aetna- Cotiviti Inc (formerly Verscend Technologies Inc)- Schedule No. 15 - Amend 6 - CW2289107 - signed.pdf,Coding Validation,AMENDMENT #6 TO SCHEDULE NO. 015 TO MASTER BUSINESS AGREEMENT
59011,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59011/Cotivity COVID-19 CVS Health WFH CW2241329.DOCX - signed.pdf,Cotivity COVID-19 CVS Health WFH CW2241329.DOCX - signed.pdf,Letter,True,--,Fully-Executed/Complete,COVID19 WFH acceptance,Katerina R Koliovska-Tobaygo,Katerina R Koliovska-Tobaygo,2020-03-18,2020-03-18,Client,,Record Import/Clean Up,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59011/Cotivity COVID-19 CVS Health WFH CW2241329.DOCX - signed.pdf,Record Import/Clean Up,
63494,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63494/33788_Aetna-CO15 to SOW8 022420 (10554).pdf,33788_Aetna-CO15 to SOW8 022420 (10554).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO15 to SOW8 - Script Updates 022420 (CI CID 10554),Dynamics SVC,Dynamics SVC,2021-11-29,2020-02-24,Client,63461.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63494/33788_Aetna-CO15 to SOW8 022420 (10554).pdf,Eliza Standard,Change Order 15 to Work Statement No. 8
63493,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63493/33478_SIGNED_Aetna Life Insurance Company - CO2 to SOW113 - 3704 - 2_13_2020 (1) (1).pdf,33478_SIGNED_Aetna Life Insurance Company - CO2 to SOW113 - 3704 - 2_13_2020 (1) (1).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO2 to SOW113 - Update CEO Recording 021920 (CI CID 10536),Dynamics SVC,Dynamics SVC,2021-11-29,2020-02-19,Client,66655.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63493/33478_SIGNED_Aetna Life Insurance Company - CO2 to SOW113 - 3704 - 2_13_2020 (1) (1).pdf,Eliza Standard,Change Order 2 to Statement of Work Number 113
63492,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63492/32867_SIGNED_Aetna Life Insurance Company - CO13 to SOW53 - 3661 - 1_27_2020 (1).pdf,32867_SIGNED_Aetna Life Insurance Company - CO13 to SOW53 - 3661 - 1_27_2020 (1).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO13 to SOW53 - Script Updates 021020 (CI CID 10335),Dynamics SVC,Dynamics SVC,2021-11-29,2020-02-10,Client,63495.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63492/32867_SIGNED_Aetna Life Insurance Company - CO13 to SOW53 - 3661 - 1_27_2020 (1).pdf,Eliza Standard,---Change Order 13 to Statement of Work Number 53
58738,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58738/Aetna- Cotiviti - Amendment No. 4 to Schedule No. 15-2020 - JK - 03112020 - Dynamics 58738.pdf,Aetna- Cotiviti - Amendment No. 4 to Schedule No. 15-2020 - JK - 03112020 - Dynamics 58738.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna Cap Amendment CV,Lori Walsh,Jeffrey Koslowski,2020-02-10,2020-02-10,Client,36232.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58738/Aetna- Cotiviti - Amendment No. 4 to Schedule No. 15-2020 - JK - 03112020 - Dynamics 58738.pdf,Coding Validation,AMENDMENT NO. 24 TO THE HEALTH CARE TECHNOLOGY SERVICES AGREEMENT
63491,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63491/32476_SIGNED_Aetna Life Insurance Company - CO5 to SOW68 - 3641 - 1_13_2020 (1).pdf,32476_SIGNED_Aetna Life Insurance Company - CO5 to SOW68 - 3641 - 1_13_2020 (1).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO5 to SOW68 - Script Updates 020320 (CI CID 10173),Dynamics SVC,Dynamics SVC,2021-11-29,2020-02-03,Client,63524.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63491/32476_SIGNED_Aetna Life Insurance Company - CO5 to SOW68 - 3641 - 1_13_2020 (1).pdf,Eliza Standard,Change Order 5 to Statement of Work Number 68
58683,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58683/Cotiviti Holdings Inc.-Notice of Termination-Aetna 2019-12-18 001.pdf,Cotiviti Holdings Inc.-Notice of Termination-Aetna 2019-12-18 001.pdf,Termination,True,--,Fully-Executed/Complete,Aetna RAPS Termination Letter of Sch 13 - 1-31-2020,Tony Potts,Sarah Lowdon,2020-02-03,2020-01-31,Client,35064.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58683/Cotiviti Holdings Inc.-Notice of Termination-Aetna 2019-12-18 001.pdf,RAPS,Notice of Termination
59029,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59029/Aetna-Cotiviti Inc- Amendment No. 1 to SOW No. 8 - JK - 04072020 - Dynamics 59029.pdf,Aetna-Cotiviti Inc- Amendment No. 1 to SOW No. 8 - JK - 04072020 - Dynamics 59029.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna- Cotiviti Inc- Amendment No. 1 to SOW No. 8 for MAC State Codified LCD Edits,Lori Walsh,Jeffrey Koslowski,2020-03-20,2020-01-22,Client,58490.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59029/Aetna-Cotiviti Inc- Amendment No. 1 to SOW No. 8 - JK - 04072020 - Dynamics 59029.pdf,Coding Validation,AMENDMENT NO. 1 TO STATEMENT OF WORK #8 BETWEEN AETNA LIFE INSURANCE COMPANY AND COTIVITI INC
59028,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59028/Aetna - Cotiviti - Amendment 1 to SOW 9 - JK - 04072020 - Dynamics 59028.pdf,Aetna - Cotiviti - Amendment 1 to SOW 9 - JK - 04072020 - Dynamics 59028.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna- Cotiviti Inc- Amendment No. 1 to SOW No. 9 for Narrative CMS LCD and NCD Edits,Lori Walsh,Jeffrey Koslowski,2020-03-20,2020-01-22,Client,58490.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59028/Aetna - Cotiviti - Amendment 1 to SOW 9 - JK - 04072020 - Dynamics 59028.pdf,Coding Validation,AMENDMENT NO. 1 TO STATEMENT OF WORK #9 BETWEEN AETNA LIFE INSURANCE COMPANY AND COTIVITI INC.
58583,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58583/Aetna - Cotiviti - Amendment No. 5 to Schedule No. 15 - JK - 04072020 - Dynamics 58583.pdf,Aetna - Cotiviti - Amendment No. 5 to Schedule No. 15 - JK - 04072020 - Dynamics 58583.pdf,Amendment,True,--,Fully-Executed/Complete,SOW for IDX Runout Maintenance and Fees,Lori Walsh,Jeffrey Koslowski,2020-01-17,2020-01-22,Client,36232.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58583/Aetna - Cotiviti - Amendment No. 5 to Schedule No. 15 - JK - 04072020 - Dynamics 58583.pdf,Core Edits,Amendment No. 5 to Schedule No. 015 to the Master Business Agreement
59115,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59115/Aetna- Cotiviti Inc-Amendment 24 to Healthcare Technology Services Agreement-2020 CW2302096 - signed.pdf,Aetna- Cotiviti Inc-Amendment 24 to Healthcare Technology Services Agreement-2020 CW2302096 - signed.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna CAP for PCA Invoices,Lori Walsh,Katerina R Koliovska-Tobaygo,2020-04-06,2020-01-01,Client,55235.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59115/Aetna- Cotiviti Inc-Amendment 24 to Healthcare Technology Services Agreement-2020 CW2302096 - signed.pdf,Payment Policy Management,AMENDMENT NO. 24 TO HEALTH CARE TECHNOLOGY SERVICES AGREEMENT
54818,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/54818/CW2285661 - Cotiviti SCH 19 for HEDIS records repository 2020 to 2022.docx - signed.pdf,CW2285661 - Cotiviti SCH 19 for HEDIS records repository 2020 to 2022.docx - signed.pdf,SOW,True,--,Fully-Executed/Complete,Sch 19 (HEDIS records repository - Medicare),Dynamics SVC,Saloni Choudhry,2019-02-21,2020-01-01,Client,8140.0,Quality Improvement,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/54818/CW2285661 - Cotiviti SCH 19 for HEDIS records repository 2020 to 2022.docx - signed.pdf,HEDIS - Medical Record Retrieval,"SCHEDULE No. 019 to the MASTER BUSINESS AGREEMENT (“MBA”) between AETNA LIFE INSURANCE COMPANY (“AETNA”) and COTIVITI, INC. (“SUPPLIER”)"
58490,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58490/Aetna - Cotiviti - AMD3 to SCH15 - JK - 122719 - Dynamics 58490.pdf,Aetna - Cotiviti - AMD3 to SCH15 - JK - 122719 - Dynamics 58490.pdf,Amendment,True,--,Fully-Executed/Complete,CV - AMD3 to SCH 15,Katerina R Koliovska-Tobaygo,Jeffrey Koslowski,2020-01-06,2019-12-01,Client,36232.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58490/Aetna - Cotiviti - AMD3 to SCH15 - JK - 122719 - Dynamics 58490.pdf,Coding Validation,AMENDMENT NO. 3 TO SCHEDULE NO. 015 TO THE MASTER BUSINESS AGREEMENT
58489,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58489/Aetna - Cotiviti - Amendment No. 23 to HTSM(iHT) PCA - JK - 122719 - Dynamics 58489.pdf,Aetna - Cotiviti - Amendment No. 23 to HTSM(iHT) PCA - JK - 122719 - Dynamics 58489.pdf,Amendment,True,--,Fully-Executed/Complete,AMD#23 to PCA move to Healthedge system,Katerina R Koliovska-Tobaygo,Jeffrey Koslowski,2020-01-06,2019-12-01,Client,55235.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58489/Aetna - Cotiviti - Amendment No. 23 to HTSM(iHT) PCA - JK - 122719 - Dynamics 58489.pdf,Core Edits,AMENDMENT NO. 23 TO THE HEALTH CARE TECHNOLOGY SERVICES AGREEMENT
